gene_symbol,gene_orf,degree,abs_delta_cb,delta_cb_plus,delta_cb_minus,cb_baseline,cb_stress,abs_log2fc,ethanol_phenotype,cb_zscore,predicted_log_odds_contribution,weight_perm_pval,temporal_null_pval,rank_abs_delta_cb,rank_delta_cb_plus,rank_delta_cb_minus,mean_expr,var_expr
RPS26B,YER131W,248,4.898018070007755e-05,4.898018070007755e-05,-4.898018070007755e-05,5.294764747254333e-05,3.967466772465781e-06,1.7780483104841291,1,-0.2325032604667063,0.18878854620151075,1.0,0.7647058823529411,2440,840,4204,8.127655220791473,1.6200633197122238
SFT1,YKL006C-A,30,4.879984130132911e-05,4.879984130132911e-05,-4.879984130132911e-05,4.9593334655822264e-05,7.934933544931562e-07,3.2313116261392043,0,-0.23259565988983696,0.1888635729031909,0.5686274509803921,0.5294117647058824,2441,841,4203,1.2539466082281476,2.6934949566341646
LTE1,YAL024C,13,4.87998413013291e-05,-4.87998413013291e-05,4.87998413013291e-05,9.482245586193217e-05,0.00014362229716326127,0.5430143199587896,1,-0.23259565988983696,0.1888635729031909,0.7254901960784313,0.8627450980392157,2442,3443,1601,5.233737247725028,0.1050283685707847
NUP84,YDL116W,41,4.85750181842227e-05,4.85750181842227e-05,-4.85750181842227e-05,0.0001390332605964425,9.045824241221981e-05,0.7505508864631354,1,-0.23271085117067322,0.1889571061912855,0.7058823529411765,0.8823529411764706,2443,842,4202,6.4084128296039555,0.11131326842429114
TRS85,YDR108W,17,4.8403094624082526e-05,4.8403094624082526e-05,-4.8403094624082526e-05,0.00024756992660186474,0.0001991668319777822,0.2491641400317483,1,-0.23279893862072445,0.18902863164688724,0.5686274509803921,0.5882352941176471,2444,843,4200,5.083333712974332,0.09921322174254997
NSE5,YML023C,13,4.8403094624082526e-05,-4.8403094624082526e-05,4.8403094624082526e-05,1.5076373735369967e-05,6.347946835945249e-05,0.2241116595587486,0,-0.23279893862072445,0.18902863164688724,0.2549019607843137,0.47058823529411764,2445,3441,1602,5.347754359273322,0.21318810482413653
TAE2,YPL009C,24,4.8403094624082526e-05,4.8403094624082526e-05,-4.8403094624082526e-05,5.475104146002778e-05,6.347946835945249e-06,0.2294392602458064,0,-0.23279893862072445,0.18902863164688724,0.8235294117647058,0.9607843137254902,2446,843,4200,6.468678433616505,0.06108450490248865
ADH6,YMR318C,2,4.8403094624082526e-05,-4.8403094624082526e-05,4.8403094624082526e-05,0.00014758976393572704,0.00019599285855980957,0.0936194537914865,0,-0.23279893862072445,0.18902863164688724,0.8823529411764706,0.9411764705882353,2447,3441,1602,8.106985324377192,0.022028956358772216
TAF8,YML114C,20,4.833192453740107e-05,-4.833192453740107e-05,4.833192453740107e-05,4.248960398892402e-06,5.2580884936293475e-05,0.5237482221955121,0,-0.23283540361394928,0.18905824057815274,0.27450980392156865,0.11764705882352941,2448,3440,1604,5.659183210796115,0.12022738329933993
MPE1,YKL059C,41,4.800634794683596e-05,4.800634794683596e-05,-4.800634794683596e-05,0.0003499305693314819,0.00030192422138464593,0.4406597568650587,1,-0.23300221735161195,0.18919369039058356,0.8431372549019608,0.803921568627451,2449,845,4199,5.923091032946379,0.1917962269983156
ADR1,YDR216W,10,4.800634794683595e-05,4.800634794683595e-05,-4.800634794683595e-05,4.800634794683595e-05,0.0,0.991674738981061,1,-0.23300221735161195,0.18919369039058356,0.7843137254901961,0.8627450980392157,2450,846,4198,6.26631753059019,0.4477138725139971
RPS16B,YDL083C,282,4.791926020723126e-05,4.791926020723126e-05,-4.791926020723126e-05,5.0299740270710725e-05,2.3804800634794686e-06,0.7230375185800568,1,-0.23304683797781497,0.1892299215519641,1.0,0.7450980392156863,2451,847,4197,9.6510239450412,0.32152147607871734
CPS1,YJL172W,4,4.760960126958937e-05,4.760960126958937e-05,-4.760960126958937e-05,4.760960126958937e-05,0.0,0.305676061133326,0,-0.23320549608249946,0.18935874913427994,0.8431372549019608,0.9019607843137255,2452,848,4196,7.785099566896234,0.04189358768918046
YJR154W,YJR154W,8,4.760960126958937e-05,-4.760960126958937e-05,4.760960126958937e-05,5.554453481452093e-06,5.3164054751041464e-05,1.491433931245104,0,-0.23320549608249946,0.18935874913427994,0.29411764705882354,0.1568627450980392,2453,3439,1605,4.942691436890126,0.7391038965343856
ATG14,YBR128C,14,4.7609601269589366e-05,-4.7609601269589366e-05,4.7609601269589366e-05,2.6185280698274155e-05,7.379488196786352e-05,3.615581243791963,1,-0.23320549608249946,0.18935874913427994,0.5098039215686274,0.37254901960784315,2454,3438,1606,4.124372194007651,2.4312719905515503
RAD23,YEL037C,77,4.7609601269589345e-05,-4.7609601269589345e-05,4.7609601269589345e-05,0.0009894862130529658,0.0010370958143225552,0.2576374792870046,1,-0.23320549608249946,0.18935874913427994,0.9411764705882353,0.9803921568627451,2455,3437,1607,7.787466324335687,0.052770128243548174
PDP3,YLR455W,25,4.721285459234279e-05,4.721285459234279e-05,-4.721285459234279e-05,9.323546915294585e-05,4.602261456060306e-05,0.8915437689511911,0,-0.23340877481338695,0.18952380787797626,0.7450980392156863,0.8235294117647058,2456,849,4195,5.737204630676746,0.2818758732383944
RPL17B,YJL177W,232,4.697480658599483e-05,-4.697480658599483e-05,4.697480658599483e-05,0.00010140845070422537,0.0001483832572902202,0.4655711038691699,1,-0.23353074205191948,0.1896228431241941,1.0,0.8431372549019608,2457,3436,1608,9.487827182305065,0.3501285268265273
SOK2,YMR016C,7,4.681610791509622e-05,-4.681610791509622e-05,4.681610791509622e-05,7.934933544931562e-07,4.760960126958937e-05,0.5336445730568062,0,-0.23361205354427447,0.18968886662167264,0.5686274509803921,0.27450980392156865,2458,3435,1609,5.964412693076238,0.16762821500391498
RPP2A,YOL039W,100,4.681610791509621e-05,4.681610791509621e-05,-4.681610791509621e-05,5.0783574687561995e-05,3.967466772465781e-06,7.653590651972825,0,-0.23361205354427447,0.18968886662167264,0.5686274509803921,0.9215686274509803,2459,850,4194,3.11578575860966,16.293753744570818
MVP1,YMR004W,6,4.681610791509621e-05,-4.681610791509621e-05,4.681610791509621e-05,1.1902400317397343e-05,5.8718508232493555e-05,0.4827209915980752,0,-0.23361205354427447,0.18968886662167264,0.43137254901960786,0.17647058823529413,2460,3434,1610,6.147959391582537,0.11024435943361421
SGF73,YGL066W,39,4.681610791509619e-05,-4.681610791509619e-05,4.681610791509619e-05,0.0001706010712160286,0.00021741717913112478,0.545830998156096,1,-0.23361205354427447,0.18968886662167264,0.8431372549019608,0.9215686274509803,2461,3433,1611,5.650556665149262,0.1560990436715501
UME6,YDR207C,39,4.665740924419758e-05,-4.665740924419758e-05,4.665740924419758e-05,0.00015885736956952986,0.00020551477881372744,0.6553959480365874,1,-0.23369336503662946,0.18975489011915117,0.7254901960784313,0.8627450980392157,2462,3432,1612,5.546956339414277,0.257284520184296
IKI1,YHR187W,8,4.660578437535103e-05,4.660578437535103e-05,-4.660578437535103e-05,4.660578437535103e-05,0.0,0.7625264079847067,0,-0.2337198157630582,0.1897763676424273,0.6470588235294118,0.8823529411764706,2463,851,4193,5.083023403553256,0.529815841827253
NAB3,YPL190C,34,4.655161013026517e-05,4.655161013026517e-05,-4.655161013026517e-05,0.00012193347880711501,7.538186867684984e-05,0.4603416817930315,0,-0.23374757269819949,0.18979890578413688,0.8823529411764706,0.9411764705882353,2464,852,4192,6.997847504316816,0.1487316688834972
COB,Q0105,41,4.6220987899226346e-05,4.6220987899226346e-05,-4.6220987899226346e-05,6.129736163459631e-05,1.5076373735369967e-05,0.0247821859219623,0,-0.23391697164060574,0.18993645473721718,0.6862745098039216,0.9607843137254902,2465,853,4191,11.074115287948564,0.5832455523122216
VMA3,YEL027W,46,4.6154863453018577e-05,-4.6154863453018577e-05,4.6154863453018577e-05,3.716193876876282e-05,8.33168022217814e-05,0.8053436133821439,1,-0.23395085142908698,0.1899639645278332,0.9019607843137255,1.0,2466,3431,1613,9.513035118957092,0.33906277335302915
STT3,YGL022W,80,4.602261456060309e-05,-4.602261456060309e-05,4.602261456060309e-05,0.0005364015076373736,0.0005824241221979767,0.1588089131130736,0,-0.23401861100604945,0.19001898410906531,0.9607843137254902,1.0,2467,3430,1614,8.488081740213918,0.0291582500387008
WSC2,YNL283C,7,4.602261456060306e-05,4.602261456060306e-05,-4.602261456060306e-05,4.681610791509621e-05,7.934933544931562e-07,0.5302739142765498,0,-0.23401861100604948,0.19001898410906534,0.8235294117647058,0.9215686274509803,2468,854,4187,6.7221835714784195,0.19509045515504558
BUB3,YOR026W,13,4.602261456060306e-05,4.602261456060306e-05,-4.602261456060306e-05,4.602261456060306e-05,0.0,0.3970045861533933,0,-0.23401861100604948,0.19001898410906534,0.49019607843137253,0.5490196078431373,2469,854,4187,5.677940928862852,0.36904747958219525
DOC1,YGL240W,33,4.602261456060306e-05,4.602261456060306e-05,-4.602261456060306e-05,4.602261456060306e-05,0.0,0.9673122262146796,1,-0.23401861100604948,0.19001898410906534,0.8431372549019608,0.7058823529411765,2470,854,4187,5.295954165720942,1.6387008544760269
SPO22,YIL073C,6,4.602261456060306e-05,4.602261456060306e-05,-4.602261456060306e-05,4.8403094624082526e-05,2.3804800634794686e-06,0.3664808186524508,1,-0.23401861100604948,0.19001898410906534,0.9019607843137255,0.9607843137254902,2471,854,4187,3.910707318698484,0.7730704245430978
PMP2,YEL017C-A,3,4.602261456060306e-05,-4.602261456060306e-05,4.602261456060306e-05,0.0,4.602261456060306e-05,0.0,0,-0.23401861100604948,0.19001898410906534,0.13725490196078433,1.0,2472,3429,1615,0.0,0.0
AXL1,YPR122W,3,4.602261456060305e-05,4.602261456060305e-05,-4.602261456060305e-05,0.00016584011108906964,0.00011981749652846658,0.6642487544547357,0,-0.23401861100604948,0.19001898410906534,0.9607843137254902,0.9607843137254902,2473,858,4186,6.126966235093336,0.1145922962189729
YLR072W,YLR072W,9,4.602261456060304e-05,-4.602261456060304e-05,4.602261456060304e-05,0.00015076373735369968,0.00019678635191430272,0.8059337054003546,0,-0.23401861100604948,0.19001898410906534,0.8431372549019608,0.9803921568627451,2474,3427,1616,5.353029559026419,0.30985832057194795
SHS1,YDL225W,19,4.602261456060304e-05,-4.602261456060304e-05,4.602261456060304e-05,0.00016187264431660387,0.0002078952588772069,0.365469914844053,1,-0.23401861100604948,0.19001898410906534,0.7843137254901961,0.9607843137254902,2475,3427,1616,6.457663272388061,0.03486661737899196
VIP1,YLR410W,15,4.56258678833565e-05,4.56258678833565e-05,-4.56258678833565e-05,0.00024241221979765922,0.00019678635191430272,1.0739974510530192,0,-0.23422188973693694,0.19018404285276166,0.5294117647058824,0.8431372549019608,2476,859,4185,7.068742827588842,0.20128888807381703
TRM5,YHR070W,6,4.541076426316255e-05,4.541076426316255e-05,-4.541076426316255e-05,4.541076426316255e-05,0.0,0.4149383230471501,0,-0.2343321010970567,0.190273532533079,0.7647058823529411,0.8431372549019608,2477,860,4184,5.915872805046808,0.12486141976684834
SNU71,YGR013W,45,4.522912120610991e-05,-4.522912120610991e-05,4.522912120610991e-05,0.00010791509621106924,0.00015314421741717915,0.2036065543969938,0,-0.23442516846782446,0.19034910159645801,0.7450980392156863,0.9607843137254902,2478,3426,1618,5.660670524061404,0.18651501588917618
TYW1,YPL207W,5,4.5229121206109904e-05,4.5229121206109904e-05,-4.5229121206109904e-05,4.5229121206109904e-05,0.0,0.1765138072489414,0,-0.23442516846782446,0.19034910159645801,0.8431372549019608,0.8823529411764706,2479,861,4178,6.66642337191346,0.03771186017499755
VTS1,YOR359W,5,4.5229121206109904e-05,4.5229121206109904e-05,-4.5229121206109904e-05,4.5229121206109904e-05,0.0,0.4455858918175934,0,-0.23442516846782446,0.19034910159645801,0.7647058823529411,0.9607843137254902,2480,861,4178,5.002823387873746,0.3833352212071581
MSK1,YNL073W,28,4.5229121206109904e-05,4.5229121206109904e-05,-4.5229121206109904e-05,4.5229121206109904e-05,0.0,0.3921789386752241,0,-0.23442516846782446,0.19034910159645801,0.8235294117647058,0.9215686274509803,2481,861,4178,6.264133677965231,0.11802252841490898
YLR099W-A,YLR099W-A,2,4.5229121206109904e-05,-4.5229121206109904e-05,4.5229121206109904e-05,0.0,4.5229121206109904e-05,0.0,0,-0.23442516846782446,0.19034910159645801,0.0784313725490196,0.39215686274509803,2482,3425,1619,0.13552531219906222,0.18367110246653282
TRE1,YPL176C,5,4.5229121206109904e-05,4.5229121206109904e-05,-4.5229121206109904e-05,4.5229121206109904e-05,0.0,0.4028394101283652,0,-0.23442516846782446,0.19034910159645801,0.803921568627451,0.8823529411764706,2483,861,4178,5.82650816475932,0.08931994940373371
OCH1,YGL038C,14,4.5229121206109904e-05,4.5229121206109904e-05,-4.5229121206109904e-05,4.5229121206109904e-05,0.0,0.0294198311799904,1,-0.23442516846782446,0.19034910159645801,0.49019607843137253,0.6666666666666666,2484,861,4178,5.912362273335499,0.05502618726348536
GPI16,YHR188C,6,4.5229121206109904e-05,4.5229121206109904e-05,-4.5229121206109904e-05,4.5229121206109904e-05,0.0,0.5294632139452533,0,-0.23442516846782446,0.19034910159645801,0.8235294117647058,0.8823529411764706,2485,861,4178,7.148090871645515,0.17120438340932492
PMD1,YER132C,4,4.52291212061099e-05,-4.52291212061099e-05,4.52291212061099e-05,1.5869867089863123e-06,4.681610791509621e-05,0.6384878793784523,1,-0.23442516846782446,0.19034910159645801,0.11764705882352941,0.0196078431372549,2486,3424,1620,5.900976177614307,0.16529768914629334
TIF35,YDR429C,79,4.483237452886333e-05,4.483237452886333e-05,-4.483237452886333e-05,6.149573497321961e-05,1.666336044435628e-05,0.1296216335599194,0,-0.23462844719871195,0.19051416034015436,0.7058823529411765,0.9215686274509803,2487,867,4177,8.937782756661182,0.012646296268154632
RPA34,YJL148W,34,4.4832374528863306e-05,4.4832374528863306e-05,-4.4832374528863306e-05,0.00015433445744891886,0.00010950208292005556,0.5030517535727892,1,-0.23462844719871198,0.1905141603401544,0.9019607843137255,1.0,2488,868,4176,6.612289415341057,0.512843722669982
STE12,YHR084W,20,4.4435627851616784e-05,4.4435627851616784e-05,-4.4435627851616784e-05,0.00039992065066455073,0.00035548502281293394,1.0361843473375654,1,-0.23483172592959944,0.19067921908385072,0.9215686274509803,0.9215686274509803,2489,869,4175,6.16677185891206,0.26944891939877885
SIN4,YNL236W,36,4.443562785161674e-05,-4.443562785161674e-05,4.443562785161674e-05,9.363221583019242e-05,0.00013806784368180917,0.8226356660939267,0,-0.23483172592959947,0.19067921908385072,0.7843137254901961,0.9215686274509803,2490,3423,1621,5.687744745130023,0.11851163633535505
RTS3,YGR161C,7,4.443562785161674e-05,4.443562785161674e-05,-4.443562785161674e-05,4.443562785161674e-05,0.0,0.0722077373369209,0,-0.23483172592959947,0.19067921908385072,0.7647058823529411,0.7843137254901961,2491,870,4170,6.645072319181381,1.4244443829833473
UGO1,YDR470C,6,4.443562785161674e-05,4.443562785161674e-05,-4.443562785161674e-05,4.443562785161674e-05,0.0,0.0132419031198462,1,-0.23483172592959947,0.19067921908385072,0.6274509803921569,0.8627450980392157,2492,870,4170,5.675294850181977,0.4394875767775905
YMR265C,YMR265C,76,4.443562785161674e-05,4.443562785161674e-05,-4.443562785161674e-05,6.030549494147987e-05,1.5869867089863123e-05,0.0543148681167116,0,-0.23483172592959947,0.19067921908385072,0.6862745098039216,0.7254901960784313,2493,870,4170,5.391155008858062,0.07886425222889153
ERF2,YLR246W,9,4.443562785161674e-05,4.443562785161674e-05,-4.443562785161674e-05,4.443562785161674e-05,0.0,1.1247960205393532,0,-0.23483172592959947,0.19067921908385072,0.6078431372549019,0.9215686274509803,2494,870,4170,4.307291071636149,0.8053140821067019
MNN9,YPL050C,17,4.443562785161674e-05,4.443562785161674e-05,-4.443562785161674e-05,6.268597500495934e-05,1.825034715334259e-05,0.138371938094572,0,-0.23483172592959947,0.19067921908385072,0.6666666666666666,0.8627450980392157,2495,870,4170,6.937912986458592,0.16563344165431634
TEL1,YBL088C,25,4.443562785161673e-05,4.443562785161673e-05,-4.443562785161673e-05,0.00024280896647490579,0.00019837333862328906,0.4725351712341021,1,-0.23483172592959947,0.19067921908385072,0.8823529411764706,0.9607843137254902,2496,875,4168,5.321814277610445,0.19295027331974343
TSR1,YDL060W,142,4.443562785161673e-05,4.443562785161673e-05,-4.443562785161673e-05,0.0003166038484427693,0.0002721682205911526,0.4017241670732625,0,-0.23483172592959947,0.19067921908385072,0.9607843137254902,0.9803921568627451,2497,875,4168,6.740541630825153,0.049732986898041835
CBP3,YPL215W,13,4.430337895920122e-05,4.430337895920122e-05,-4.430337895920122e-05,0.00024108973087350394,0.00019678635191430272,0.0921922472860998,0,-0.23489948550656195,0.19073423866508282,0.7843137254901961,0.8823529411764706,2498,877,4167,6.553284717750978,0.010239122531484963
RER1,YCL001W,5,4.4038881174370166e-05,4.4038881174370166e-05,-4.4038881174370166e-05,4.6419361237849635e-05,2.3804800634794686e-06,1.569805956048949,1,-0.23503500466048696,0.19084427782754707,0.803921568627451,0.9803921568627451,2499,878,4166,6.961044207088153,0.5360984529427754
POL3,YDL102W,28,4.4038881174370166e-05,-4.4038881174370166e-05,4.4038881174370166e-05,8.212656219004166e-05,0.00012616544336441183,0.2837023160492116,0,-0.23503500466048696,0.19084427782754707,0.8627450980392157,0.9215686274509803,2500,3422,1622,5.802313349893813,0.09843253834894772
CDC8,YJR057W,5,4.369503405408979e-05,4.369503405408979e-05,-4.369503405408979e-05,4.369503405408979e-05,0.0,2.2268116422135726,0,-0.23521117956058946,0.19098732873875057,0.7843137254901961,0.9607843137254902,2501,879,4165,5.530739630818988,1.4094600226561314
SNU66,YOR308C,63,4.36421344971236e-05,-4.36421344971236e-05,4.36421344971236e-05,0.0002769291807181115,0.0003205713152152351,0.4065605554065117,0,-0.23523828339137445,0.19100933657124342,0.7647058823529411,0.9803921568627451,2502,3421,1623,5.409606437626948,0.3994973026771839
DSS4,YPR017C,4,4.364213449712359e-05,-4.364213449712359e-05,4.364213449712359e-05,0.00010950208292005556,0.00015314421741717915,5.253805422384691,0,-0.23523828339137445,0.19100933657124342,1.0,1.0,2503,3417,1624,4.055040179821458,5.702940129114349
HDA2,YDR295C,19,4.364213449712359e-05,4.364213449712359e-05,-4.364213449712359e-05,0.00011743701646498711,7.379488196786352e-05,0.2599230338312654,1,-0.23523828339137445,0.19100933657124342,0.9019607843137255,0.9215686274509803,2504,880,4161,5.68198002931054,0.12835708625508813
ALG13,YGL047W,3,4.364213449712359e-05,4.364213449712359e-05,-4.364213449712359e-05,4.364213449712359e-05,0.0,1.440087600109421,0,-0.23523828339137445,0.19100933657124342,0.8627450980392157,0.9607843137254902,2505,880,4161,5.604621623783674,0.9898004362652674
DBP9,YLR276C,30,4.364213449712359e-05,-4.364213449712359e-05,4.364213449712359e-05,1.031541360841103e-05,5.395754810553462e-05,0.5595467806646068,0,-0.23523828339137445,0.19100933657124342,0.5294117647058824,0.17647058823529413,2506,3417,1624,6.8802594546566045,0.07620591177366072
