gene_symbol,gene_orf,degree,abs_delta_cb,delta_cb_plus,delta_cb_minus,cb_baseline,cb_stress,abs_log2fc,ethanol_phenotype,cb_zscore,predicted_log_odds_contribution,weight_perm_pval,temporal_null_pval,rank_abs_delta_cb,rank_delta_cb_plus,rank_delta_cb_minus,mean_expr,var_expr
DIS3,YOL021C,120,0.0004979170799444555,0.0004979170799444555,-0.0004979170799444555,0.0007851616742709781,0.00028724459432652254,0.3851618334423179,0,-0.002484136525186286,0.002017075038924658,0.45098039215686275,0.5490196078431373,885,204,4840,6.689564541249318,0.043235470574147
GSY2,YLR258W,18,0.0004969913376975466,0.0004969913376975466,-0.0004969913376975466,0.002216491436884216,0.0017195000991866694,1.0760389321720627,0,-0.002958453563923918,0.002402212107549577,0.9803921568627451,0.9411764705882353,886,205,4839,7.699240498910268,0.3595213852291199
UFO1,YML088W,18,0.0004931561198174965,-0.0004931561198174965,0.0004931561198174965,3.689744098393176e-05,0.0005300535608014284,0.2580631631260885,0,-0.004923481295836314,0.003997779963280854,0.13725490196078433,0.058823529411764705,887,4362,682,5.74792859801953,0.24338847437437605
MRPL17,YNL252C,137,0.0004922942978685887,-0.0004922942978685887,0.0004922942978685887,7.029249046705901e-05,0.0005625867883356477,0.0477682977221469,0,-0.005365047872375257,0.00435632423431013,0.4117647058823529,0.19607843137254902,888,4361,683,6.278785641998038,0.1276419229216772
MET30,YIL046W,35,0.0004919658797857567,-0.0004919658797857567,0.0004919658797857567,0.0001753620313429875,0.0006673279111287443,0.302141717407113,1,-0.005533317488498848,0.004492956194369926,0.5686274509803921,0.35294117647058826,889,4360,684,5.963233298727585,0.16759770030166846
TFG2,YGR005C,91,0.0004900099041340859,-0.0004900099041340859,0.0004900099041340859,0.0003645824386550433,0.0008545923427891292,0.2994871328387614,0,-0.0065354890778815495,0.005306701846900721,0.43137254901960786,0.13725490196078433,890,4359,685,6.3945706374577735,0.06571582840311632
RPL32,YBL092W,277,0.0004883479279432464,-0.0004883479279432464,0.0004883479279432464,0.0001228403283551072,0.0006111882562983536,0.3470009929636255,1,-0.007387025915401466,0.005998134738077047,0.9019607843137255,0.27450980392156865,891,4358,686,9.79135315954974,0.08406849744436894
CYC8,YBR112C,32,0.00048756820577290313,-0.00048756820577290313,0.00048756820577290313,0.0003091118690194222,0.0007966800747923254,0.7221178669479631,1,-0.007786527517613304,0.006322522991967995,0.3137254901960784,0.2549019607843137,892,4357,687,6.74452065156923,0.15706432262149847
MET10,YFR030W,4,0.00048641142630430475,-0.00048641142630430475,0.00048641142630430475,1.9837333862328903e-05,0.0005062487601666337,0.5045036815625297,1,-0.008379219720923807,0.006803778606118761,0.0196078431372549,0.0392156862745098,893,4356,688,5.880168662785018,0.1299480463168124
SRB5,YGR104C,62,0.00048403094624082526,-0.00048403094624082526,0.00048403094624082526,0.00025153739337433053,0.0007355683396151558,0.802412399143881,1,-0.009598892106248822,0.00779413106829686,0.21568627450980393,0.27450980392156865,894,4355,689,5.4081216408507835,0.5559453589512392
DAL81,YIR023W,6,0.0004836341995635787,0.0004836341995635787,-0.0004836341995635787,0.0004836341995635787,0.0,0.9343685134368568,1,-0.009802170837136314,0.0079591898119932,0.4117647058823529,0.7450980392156863,895,206,4838,5.867438077361426,0.20899872644775502
TFG1,YGR186W,80,0.00048323745288633214,-0.00048323745288633214,0.00048323745288633214,3.1739734179726247e-06,0.00048641142630430475,0.1081503022035414,0,-0.010005449568023808,0.008124248555689544,0.23529411764705882,0.13725490196078433,896,4354,690,7.062888921685537,0.09421288017835357
NOC2,YOR206W,206,0.00048291155383002246,0.00048291155383002246,-0.00048291155383002246,0.0007122311332785446,0.00022931957944852214,0.5548825558811101,0,-0.010172428525538532,0.008259832523725823,0.7058823529411765,0.49019607843137253,897,207,4837,7.4805526878118425,0.10158669610387305
TIF34,YMR146C,76,0.000482443959531839,-0.000482443959531839,0.000482443959531839,8.252330886728824e-05,0.0005649672683991272,0.3231479171352198,0,-0.010412007029798793,0.008454366043082227,0.37254901960784315,0.13725490196078433,898,4353,691,8.581545298407388,0.07894650172415663
RPS24A,YER074W,264,0.00048238405191390713,-0.00048238405191390713,0.00048238405191390713,5.401745572346644e-05,0.0005364015076373736,0.3819135636175108,1,-0.010442701539021155,0.00847928944312757,0.7843137254901961,0.7450980392156863,899,4352,692,10.377890889002424,0.05793968944873751
MRP2,YPR166C,113,0.00048206295677035615,-0.00048206295677035615,0.00048206295677035615,4.3484695339486035e-06,0.00048641142630430475,3.597671691860513,0,-0.010607219144381255,0.00861287483663191,0.29411764705882354,0.058823529411764705,900,4351,693,2.5614079711199076,2.9380761609791697
SNF1,YDR477W,71,0.0004817827150697621,-0.0004817827150697621,0.0004817827150697621,0.005805858625934007,0.0062876413410037696,0.4384368954598034,1,-0.010750804914610912,0.008729463949242497,0.5686274509803921,0.8627450980392157,901,4350,694,6.779285036017109,0.09582744320004088
NOT3,YIL038C,27,0.00048085697282285265,-0.00048085697282285265,0.00048085697282285265,2.3804800634794686e-05,0.0005046617734576473,0.5014715140577515,1,-0.011225121953348821,0.009114601017867641,0.21568627450980393,0.1568627450980392,902,4349,695,6.091272439321726,0.10394573820309728
PDB1,YBR221C,36,0.0004804470012563641,0.0004804470012563641,-0.0004804470012563641,0.002181696753289691,0.0017012497520333268,0.5703091758393004,1,-0.011435176641932785,0.009285161719687374,0.9411764705882353,0.9019607843137255,903,208,4836,9.03992682770951,0.09718645083053554
YMR010W,YMR010W,7,0.00048006347946835947,0.00048006347946835947,-0.00048006347946835947,0.00048006347946835947,0.0,0.159607881888669,0,-0.011631679415123835,0.009444718505260349,0.23529411764705882,0.19607843137254902,904,209,4835,6.1126145838508865,0.17210549216210116
HRD3,YLR207W,16,0.00047847649275937316,-0.00047847649275937316,0.00047847649275937316,4.681610791509621e-05,0.0005252926006744694,0.1215685076229498,0,-0.012444794338673836,0.010104953480045739,0.11764705882352941,0.058823529411764705,905,4348,696,6.190862058370958,0.08207094387858421
ELC1,YPL046C,65,0.00047768299940488,-0.00047768299940488,0.00047768299940488,0.00013330688355485024,0.0006109898829597302,2.5671257836031542,0,-0.01285135180044885,0.010435070967438446,0.5686274509803921,0.37254901960784315,906,4347,697,1.020199535429583,1.796503159295916
RPS6B,YBR181C,334,0.00047699170794912485,-0.00047699170794912485,0.00047699170794912485,0.00040077064079120455,0.0008777623487403294,0.8597825080661519,1,-0.013205544684367923,0.010722669341309755,1.0,0.5882352941176471,907,4346,698,10.658936207606555,0.1935569650189495
DNL4,YOR005C,10,0.0004745090259869074,-0.0004745090259869074,0.0004745090259869074,0.00021503669906764532,0.0006895457250545527,0.3349298704385122,0,-0.014477581647548822,0.011755540917009207,0.23529411764705882,0.09803921568627451,908,4345,699,5.149628635080174,0.37768995943079503
SIP1,YDR422C,20,0.0004743635522052504,-0.0004743635522052504,0.0004743635522052504,0.00010806056999272632,0.0005824241221979767,0.6515200251571098,0,-0.01455211718220755,0.011816062456364514,0.13725490196078433,0.17647058823529413,909,4344,700,6.16345140446636,0.23163429973233096
RPG1,YBR079C,112,0.0004741122793096608,-0.0004741122793096608,0.0004741122793096608,0.00019242213846459036,0.0006665344177742512,0.638758562668702,1,-0.014680860378436342,0.01192059966070557,0.6666666666666666,0.3333333333333333,910,4343,701,8.310177454057236,0.09751960888641938
IKI3,YLR384C,23,0.00047080605699927264,0.00047080605699927264,-0.00047080605699927264,0.0010024466045096873,0.0005316405475104146,0.8120524304351324,0,-0.01637484980249885,0.013296089191508475,0.7058823529411765,0.8627450980392157,911,210,4834,7.537173253018378,0.12133807457156306
MED4,YOR174W,61,0.0004689545725054553,0.0004689545725054553,-0.0004689545725054553,0.000594326522515374,0.00012537195000991868,0.6304656133392346,0,-0.017323483879973834,0.014066363328758085,0.35294117647058826,0.6078431372549019,912,211,4833,5.454812634755058,0.30389958459737093
SPC1,YJR010C-A,25,0.0004681610791509622,0.0004681610791509622,-0.0004681610791509622,0.0035850029756000798,0.0031168418964491176,2.8894870878111583,0,-0.017730041341748822,0.01439648081615077,0.9607843137254902,0.9803921568627451,913,212,4832,1.1536187390096946,2.7170360192491305
SNX4,YJL036W,21,0.00046816107915096213,0.00046816107915096213,-0.00046816107915096213,0.00047292203927792105,4.760960126958937e-06,0.1298454001196827,1,-0.01773004134174885,0.014396480816150792,0.49019607843137253,0.23529411764705882,914,213,4831,5.767340107278435,0.13496622191462596
TIF2,YJL138C,44,0.00046697083911922244,0.00046697083911922244,-0.00046697083911922244,0.0006708986312239636,0.00020392779210474113,0.1931326841275407,0,-0.01833987753441133,0.014891657047239819,0.37254901960784315,0.4117647058823529,915,214,4830,9.861096357927545,0.11371630397845044
HSE1,YHL002W,26,0.0004661773457647292,-0.0004661773457647292,0.0004661773457647292,0.00037968657012497523,0.0008458639158897044,0.4495317726386192,0,-0.01874643499618637,0.015221774534632547,0.29411764705882354,0.47058823529411764,916,4342,702,6.070436095148688,0.18156225829835818
NUP49,YGL172W,41,0.0004655161013026516,-0.0004655161013026516,0.0004655161013026516,7.405937975269456e-06,0.00047292203927792105,0.0866374094509323,0,-0.01908523288099885,0.015496872440793112,0.4117647058823529,0.17647058823529413,917,4341,703,6.011319603708295,0.1532768813917511
SAM2,YDR502C,9,0.0004641936123784964,-0.0004641936123784964,0.0004641936123784964,3.1739734179726247e-06,0.000467367585796469,0.3388865555939606,0,-0.019762828650623836,0.01604706825311426,0.09803921568627451,0.21568627450980393,918,4340,704,9.14510552432111,0.07249867666529622
TGL1,YKL140W,14,0.0004634001190240032,-0.0004634001190240032,0.0004634001190240032,0.00049275937314025,0.0009561594921642532,0.0619692046501958,0,-0.020169386112398848,0.016377185740506964,0.3333333333333333,0.17647058823529413,919,4339,705,5.987962398704665,0.08180672639454252
ASF1,YJL115W,65,0.00046340011902400256,-0.00046340011902400256,0.00046340011902400256,0.005378297956754613,0.005841698075778615,2.661741374697994,1,-0.020169386112399185,0.016377185740507238,0.9803921568627451,0.7843137254901961,920,4338,706,5.462629826618052,2.6943002265086218
MDH3,YDL078C,9,0.00046181313231501684,-0.00046181313231501684,0.00046181313231501684,0.0002372545129934537,0.0006990676453084706,0.4056231368087548,0,-0.020982501035948876,0.01703742071529238,0.058823529411764705,0.0392156862745098,921,4337,707,7.641525100727131,0.07589901780115021
UBP10,YNL186W,34,0.00046055676783706936,0.00046055676783706936,-0.00046055676783706936,0.0004942802354030285,3.372346756595914e-05,0.6550104751848975,0,-0.021626217017092626,0.01756010673699748,0.29411764705882354,0.7647058823529411,922,215,4829,6.765586646887677,0.12063905827385
CDC20,YGL116W,38,0.00045982939892878403,-0.00045982939892878403,0.00045982939892878403,6.70501884546717e-05,0.0005268795873834557,0.3912644769042543,0,-0.021998894690386343,0.01786271443377409,0.49019607843137253,0.21568627450980393,923,4336,708,5.963678884720837,0.09730277923511542
DSE1,YER124C,6,0.0004586391588970443,-0.0004586391588970443,0.0004586391588970443,8.728426899424717e-06,0.000467367585796469,0.4418137389986007,1,-0.02260873088304885,0.01835789066486314,0.17647058823529413,0.0392156862745098,924,4335,709,7.907654884829839,0.03337353897132436
RPS14A,YCR031C,351,0.0004571066828046916,0.0004571066828046916,-0.0004571066828046916,0.0007633951176390499,0.0003062884348343583,0.2071054903106599,1,-0.023393916526772023,0.018995447557094428,0.9803921568627451,0.8431372549019608,925,216,4828,10.475351457343288,0.09154726655799128
DUN1,YDL101C,21,0.000457052172188058,-0.000457052172188058,0.000457052172188058,0.0002555048601467963,0.0007125570323348543,0.124934017169231,1,-0.02342184580659885,0.019018125639648532,0.27450980392156865,0.13725490196078433,926,4334,710,5.074635014787617,0.09066996602577225
CKB1,YGL019W,133,0.0004555313099252794,0.0004555313099252794,-0.0004555313099252794,0.0006856443827282947,0.0002301130728030153,0.5814714825362639,1,-0.024201080941667612,0.019650850823817873,0.9607843137254902,0.6862745098039216,927,217,4827,7.059158311331814,0.14638149946406206
PDC1,YLR044C,25,0.00045549163525755476,0.00045549163525755476,-0.00045549163525755476,0.0004896118495007605,3.4120214243205715e-05,0.0098762239414291,0,-0.024221408814756352,0.0196673566981875,0.39215686274509803,0.47058823529411764,928,218,4826,14.049901534545679,0.027182911581073898
PET9,YBL030C,38,0.0004547708787938901,0.0004547708787938901,-0.0004547708787938901,0.0005412616544336441,8.649077563975402e-05,0.3175381750060957,1,-0.024590698509202005,0.019967213415902556,0.7058823529411765,0.4117647058823529,929,219,4825,8.788638785088512,0.08180711603460702
RPS18A,YDR450W,310,0.00045338496577463803,-0.00045338496577463803,0.00045338496577463803,0.00016199558041328762,0.0006153805461879256,1.0150097778262823,1,-0.025300790504500383,0.02054379559024547,1.0,0.8235294117647058,930,4333,711,9.730259604889069,0.28577675800582414
GOS1,YHL031C,32,0.00045295245652317664,0.00045295245652317664,-0.00045295245652317664,0.0004537459498776698,7.934933544931562e-07,0.0935836648907537,0,-0.02552239269243637,0.020723732657844142,0.21568627450980393,0.39215686274509803,931,220,4824,6.09635547936317,0.3504753522381114
DST1,YGL043W,51,0.00045110097202935925,-0.00045110097202935925,0.00045110097202935925,1.7060107121602857e-05,0.00046816107915096213,0.1640569754668082,1,-0.026471026769911386,0.02149400679509378,0.23529411764705882,0.2549019607843137,932,4332,712,6.795520076301004,0.14957843822937142
MSS4,YDR208W,9,0.00045070422535211274,0.00045070422535211274,-0.00045070422535211274,0.0004602261456060306,9.521920253917874e-06,0.814818934762231,0,-0.02667430550079885,0.021659065538790094,0.17647058823529413,0.19607843137254902,933,221,4823,6.3641112957478,0.17427508920382342
SMD1,YGR074W,101,0.0004498776697745156,0.0004498776697745156,-0.0004498776697745156,0.0004586060966739403,8.728426899424717e-06,0.6027055942405326,1,-0.02709780285681454,0.022002937921490873,0.5294117647058824,0.27450980392156865,934,222,4822,4.090490220793724,0.9675818714396763
POL1,YNL102W,54,0.00044948753554188985,-0.00044948753554188985,0.00044948753554188985,0.00017261125438074458,0.0006220987899226344,0.8724490546695067,0,-0.027297693608853882,0.022165245686125587,0.7647058823529411,0.3137254901960784,935,4331,713,6.504243022876099,0.12482362474695341
PWP1,YLR196W,42,0.0004483237452886332,-0.0004483237452886332,0.0004483237452886332,0.00011902400317397343,0.0005673477484626066,0.5429483983019399,0,-0.027893977886123893,0.022649418000968216,0.35294117647058826,0.19607843137254902,936,4330,714,7.56765002736397,0.0834045180639906
COX12,YLR038C,34,0.0004475302519341401,-0.0004475302519341401,0.0004475302519341401,0.0,0.0004475302519341401,0.0,0,-0.028300535347898878,0.0229795354883609,0.11764705882352941,1.0,937,4328,715,0.0,0.0
YMR313C,YMR313C,6,0.0004475302519341401,-0.0004475302519341401,0.0004475302519341401,0.0,0.0004475302519341401,0.0695678614549475,0,-0.028300535347898878,0.0229795354883609,0.29411764705882354,0.0196078431372549,938,4328,715,5.626231104135133,0.1760673954479691
GCD7,YLR291C,28,0.00044435627851616746,-0.00044435627851616746,0.00044435627851616746,0.00018329696488791908,0.0006276532434040865,0.6423797592388567,0,-0.02992676519499888,0.024300005437931683,0.5098039215686274,0.5294117647058824,939,4327,717,7.2877495220147255,0.09140259285577813
JSN1,YJR091C,5,0.0004443562785161674,-0.0004443562785161674,0.0004443562785161674,0.0001904384050783575,0.0006347946835945249,0.9696980898090422,0,-0.029926765194998907,0.024300005437931708,0.17647058823529413,0.0196078431372549,940,4326,718,6.880790528534542,0.24565862389730725
END3,YNL084C,41,0.0004436950340540899,0.0004436950340540899,-0.0004436950340540899,0.0004706738081068572,2.697877405276731e-05,0.1469039178570863,0,-0.03026556307981133,0.024575103344092224,0.49019607843137253,0.49019607843137253,941,223,4821,6.835142295302672,0.08074449660657314
LSB3,YFR024C-A,36,0.00044316603848442777,-0.00044316603848442777,0.00044316603848442777,0.00027177147391390597,0.0007149375123983337,0.0145892716297728,0,-0.030536601387661358,0.02479518166902071,0.5294117647058824,0.37254901960784315,942,4325,719,7.383193236726352,0.03078128253507402
PMT1,YDL095W,34,0.00044303378959201223,0.00044303378959201223,-0.00044303378959201223,0.0006374396614428355,0.00019440587185082326,0.0128568588157058,0,-0.030604360964623864,0.02485020125025283,0.39215686274509803,0.5294117647058824,943,224,4820,8.72735345512754,0.05079349933920094
VMS1,YDR049W,81,0.00044276929180718115,-0.00044276929180718115,0.00044276929180718115,9.918666931164453e-05,0.0005419559611188257,0.1152460543286926,1,-0.03073988011854888,0.024960240412717074,0.6862745098039216,0.9411764705882353,944,4324,720,5.783538495203901,0.2997667438980835
YLR179C,YLR179C,39,0.00044197579845268797,-0.00044197579845268797,0.00044197579845268797,4.364213449712359e-05,0.00048561793294981157,0.6040980508240477,0,-0.031146437580323892,0.02529035790010978,0.19607843137254902,0.13725490196078433,945,4323,721,8.459438267686641,0.10766623822980319
ACO1,YLR304C,19,0.0004396217681676916,0.0004396217681676916,-0.0004396217681676916,0.0005261125438074456,8.649077563975402e-05,0.0254846043799901,0,-0.03235255805025641,0.026269706446041458,0.4117647058823529,0.5098039215686274,946,225,4819,8.504231466103173,0.0392902411528871
HIF1,YLL022C,17,0.0004364213449712359,-0.0004364213449712359,0.0004364213449712359,9.680618924816505e-05,0.000533227534219401,0.261169191478233,0,-0.03399233981274888,0.02760118031185864,0.0196078431372549,0.058823529411764705,947,4322,722,6.026668199262309,0.08582889156373535
ERG6,YML008C,15,0.00043642134497123586,0.00043642134497123586,-0.00043642134497123586,0.00043880182503471535,2.3804800634794686e-06,0.6496535061871569,0,-0.033992339812748906,0.02760118031185866,0.21568627450980393,0.5098039215686274,948,226,4818,8.87934052271013,0.10415041447784375
MNN10,YDR245W,19,0.0004356278516167428,-0.0004356278516167428,0.0004356278516167428,0.0001793294981154533,0.0006149573497321961,0.300759536019723,1,-0.03439889727452387,0.027931297799251326,0.09803921568627451,0.27450980392156865,949,4321,723,6.966720872419759,0.11402187464829816
SAM35,YHR083W,26,0.00043562785161674274,-0.00043562785161674274,0.00043562785161674274,6.030549494147987e-05,0.0004959333465582226,0.0907710878077106,0,-0.034398897274523894,0.027931297799251346,0.09803921568627451,0.803921568627451,950,4320,724,6.485368482535904,0.15605416789257961
RTT10,YPL183C,8,0.0004332473715532633,-0.0004332473715532633,0.0004332473715532633,4.760960126958937e-06,0.0004380083316802222,0.115852666226405,0,-0.03561856965984888,0.028921650261429423,0.0392156862745098,0.0392156862745098,951,4319,725,6.245002384184055,0.0428661819854735
CDC23,YHR166C,33,0.00043086689148978376,-0.00043086689148978376,0.00043086689148978376,0.00020710176552271375,0.0006379686570124975,1.3714227020041785,0,-0.03683824204517392,0.029912002723607542,0.21568627450980393,0.19607843137254902,952,4318,726,4.874856317381316,1.0659759898289256
SMD3,YLR147C,101,0.0004306090061495735,-0.0004306090061495735,0.0004306090061495735,0.0003184487204919659,0.0007490577266415394,3.235627964931193,0,-0.036970373220250784,0.03001929090701016,0.39215686274509803,1.0,953,4317,727,1.1800242544283883,2.465071207415814
CHD1,YER164W,84,0.00042974277590425176,0.00042974277590425176,-0.00042974277590425176,0.0009018713218276797,0.00047212854592342793,0.5976341025221759,1,-0.03741419844935519,0.030379669164080542,0.6862745098039216,0.6862745098039216,954,227,4817,6.589862600178108,0.09388502607399918
CST9,YLR394W,8,0.00042967665145804407,0.00042967665145804407,-0.00042967665145804407,0.00042967665145804407,0.0,0.1390065079943827,0,-0.0374480782378364,0.03040717895469657,0.21568627450980393,0.1568627450980392,955,228,4816,5.074334841477338,0.15789075548455173
YOL042W,YOL042W,13,0.000426899424717318,-0.000426899424717318,0.000426899424717318,1.4282880380876812e-05,0.00044118230509819484,0.7995860029743005,0,-0.03887102935404891,0.03156259016057101,0.0196078431372549,0.058823529411764705,956,4316,728,5.6362526420821615,0.478767913414857
RFC5,YBR087W,27,0.0004255769357931628,-0.0004255769357931628,0.0004255769357931628,7.591086424651192e-05,0.0005014878000396747,0.4272472272684569,0,-0.039548625123673894,0.03211278597289216,0.3333333333333333,0.11764705882352941,957,4315,729,5.7999336693661965,0.10663780570408349
RPL27B,YDR471W,179,0.0004247040931032202,-0.0004247040931032202,0.0004247040931032202,7.241949348674207e-05,0.0004971235865899623,1.4624574989888997,0,-0.03999583833162645,0.03247591520902417,0.5490196078431373,0.09803921568627451,958,4314,730,8.516235297600575,0.3983467229522795
PRP43,YGL120C,176,0.00042470409310322015,0.00042470409310322015,-0.00042470409310322015,0.0026437082589433314,0.0022190041658401113,0.5715107615287813,0,-0.039995838331626475,0.03247591520902419,0.7450980392156863,0.8627450980392157,959,229,4815,7.372790261453998,0.11297454123756728
MSH2,YOL090W,58,0.00042451894465383853,-0.00042451894465383853,0.00042451894465383853,0.00044118230509819484,0.0008657012497520334,0.1855489092508682,0,-0.04009070173937392,0.03255294262274911,0.39215686274509803,0.6666666666666666,960,4313,731,6.326601440638168,0.03226662101219188
CAF130,YGR134W,18,0.00041737750446340017,-0.00041737750446340017,0.00041737750446340017,4.126165443364412e-05,0.0004586391588970443,0.2849534424848654,0,-0.043749718895348906,0.03552400000928335,0.17647058823529413,0.0784313725490196,961,4312,732,5.389753122647689,0.1943700845975489
FUN14,YAL008W,7,0.0004173775044634001,-0.0004173775044634001,0.0004173775044634001,6.982741519539774e-05,0.0004872049196587979,1.3490498301501883,0,-0.043749718895348934,0.03552400000928338,0.0392156862745098,0.0784313725490196,962,4311,733,6.171671031530219,2.3001524288925426
CDC6,YJL194W,47,0.0004163195133240759,0.0004163195133240759,-0.0004163195133240759,0.0004536137009852542,3.729418766117834e-05,0.6336965346349208,0,-0.044291795511048934,0.0359641566591403,0.39215686274509803,0.45098039215686275,963,230,4814,5.150947803673047,0.47648042662642937
RPR2,YIR015W,43,0.0004161872644316604,-0.0004161872644316604,0.0004161872644316604,1.7456853798849434e-05,0.00043364411823050987,1.417652675552457,0,-0.04435955508801141,0.0360191762403724,0.17647058823529413,0.23529411764705882,964,4310,734,3.9369423904092296,2.1202605589859154
PRS1,YKL181W,8,0.0004157905177544138,-0.0004157905177544138,0.0004157905177544138,9.204522912120612e-05,0.0005078357468756199,0.2297460137108924,0,-0.04456283381889893,0.03618423498406877,0.21568627450980393,0.058823529411764705,965,4309,735,7.933162701456948,0.06878751470228132
CAF40,YNL288W,28,0.00041565826886199827,0.00041565826886199827,-0.00041565826886199827,0.0004259736824704093,1.031541360841103e-05,0.5177712646444217,0,-0.044630593395861444,0.036239254565300895,0.19607843137254902,0.3333333333333333,966,231,4813,5.789250427471958,0.13049789554546568
COQ5,YML110C,9,0.0004149970243999207,-0.0004149970243999207,0.0004149970243999207,0.00024201547312041263,0.0006570124975203333,0.2410785976227778,0,-0.04496939128067392,0.03651435247146145,0.13725490196078433,0.11764705882352941,967,4308,736,7.389224246183805,0.05559598653543047
RSM26,YJR101W,81,0.000413806784368181,-0.000413806784368181,0.000413806784368181,3.570720095219203e-06,0.00041737750446340017,1.7352435053064372,0,-0.0455792274733364,0.037009528702550476,0.0784313725490196,0.0784313725490196,968,4307,737,5.831186085236103,0.9001252372183886
MRPS16,YPL013C,159,0.00041372932430262316,0.00041372932430262316,-0.00041372932430262316,0.00041372932430262316,0.0,0.1529606482096402,0,-0.045618915225557374,0.037041754457272216,0.47058823529411764,0.2549019607843137,969,232,4812,0.749567515552517,1.028630202254277
CFT1,YDR301W,31,0.00041367453547576534,-0.00041367453547576534,0.00041367453547576534,0.0004964623421278848,0.0009101368776036501,0.0989531097751568,0,-0.04564698705029896,0.037064548283782646,0.35294117647058826,0.45098039215686275,970,4306,738,5.963124458415689,0.045976515606836944
RVB1,YDR190C,111,0.0004133968128016928,0.0004133968128016928,-0.0004133968128016928,0.0016020498578324409,0.001188653045030748,0.1605992817286043,0,-0.045789282161920165,0.03718008940437005,0.9803921568627451,0.7647058823529411,971,233,4811,7.099764557037728,0.030468849171178487
MYO5,YMR109W,40,0.00041261654433644114,-0.00041261654433644114,0.00041261654433644114,0.00286609799642928,0.003278714540765721,0.7336272387463598,0,-0.04618906366599896,0.03750470493363957,0.9803921568627451,0.9607843137254902,972,4305,739,6.997200936878924,0.10709624930087565
SST2,YLR452C,12,0.0004118230509819481,-0.0004118230509819481,0.0004118230509819481,0.00036421344971235866,0.0007760365006943068,0.6948950650513268,0,-0.04659562112777389,0.03783482242103221,0.0784313725490196,0.11764705882352941,973,4304,740,7.388523499248963,0.14802258259390225
VPS1,YKR001C,40,0.000411823050981948,-0.000411823050981948,0.000411823050981948,0.0004284864114263043,0.0008403094624082523,0.680145436637102,0,-0.04659562112777395,0.037834822421032255,0.6666666666666666,0.5098039215686274,974,4303,741,7.971425284498485,0.09259367565989575
BIM1,YER016W,28,0.0004114263043047015,0.0004114263043047015,-0.0004114263043047015,0.00043205713152152356,2.063082721682206e-05,0.1780666534882549,1,-0.04679889985866141,0.03799988116472858,0.35294117647058826,0.45098039215686275,975,234,4810,6.612193141897937,0.17015352759802035
WHI5,YOR083W,12,0.0004110295576274549,-0.0004110295576274549,0.0004110295576274549,2.221781392580837e-05,0.00043324737155326325,0.8796232961522161,0,-0.047002178589548936,0.03816493990842494,0.0392156862745098,0.0392156862745098,976,4302,742,5.992131339540489,0.31635531114167453
BRL1,YHR036W,8,0.0004108170147646442,0.0004108170147646442,-0.0004108170147646442,0.0005623742454728371,0.00015155723070819284,1.42519228885843,0,-0.04711107790966724,0.03825336423540513,0.6666666666666666,0.9411764705882353,977,235,4809,4.667358674866047,0.7685420587162437
BOS1,YLR078C,52,0.00041023606427296176,-0.00041023606427296176,0.00041023606427296176,0.00022059115254909742,0.0006308272168220592,1.1046982817736517,0,-0.04740873605132392,0.03849505739581762,0.6078431372549019,0.3137254901960784,978,4301,743,5.448582757974694,1.3585812730106501
ERV41,YML067C,16,0.00040983931759571514,-0.00040983931759571514,0.00040983931759571514,0.00027097798055941285,0.000680817298155128,0.3256552504532548,0,-0.04761201478221144,0.03866011613951399,0.11764705882352941,0.17647058823529413,979,4300,744,6.631029241170057,0.18916119482226754
RNH203,YLR154C,3,0.00040785558420948227,0.00040785558420948227,-0.00040785558420948227,0.00040785558420948227,0.0,3.225975184061665,0,-0.04862840843664894,0.03948540985799573,0.5686274509803921,0.8823529411764706,980,236,4808,1.3936750893033154,3.9421215016244324
KDX1,YKL161C,16,0.000406268597500496,-0.000406268597500496,0.000406268597500496,0.0001301329101368776,0.0005364015076373736,0.8637755475485243,0,-0.04944152336019891,0.040145644832781095,0.39215686274509803,0.1568627450980392,981,4299,745,4.684505090488915,0.5855774260431555
SKG6,YHR149C,4,0.00040468161079150965,-0.00040468161079150965,0.00040468161079150965,0.0,0.00040468161079150965,0.1143722575148924,0,-0.05025463828374893,0.0408058798075665,0.0196078431372549,0.0196078431372549,982,4298,746,5.774688135729221,0.18047744534988638
SPT5,YML010W,116,0.00040349137075976985,-0.00040349137075976985,0.00040349137075976985,0.0009636976790319382,0.001367189049791708,0.4479715747045736,0,-0.05086447447641147,0.04130105603865558,0.7843137254901961,0.8431372549019608,983,4297,747,7.260957429029607,0.056485465167041435
HSP104,YLL026W,69,0.00040346932927769956,-0.00040346932927769956,0.00040346932927769956,0.0018663184112499736,0.002269787740527673,1.0370890510299482,0,-0.05087576773923909,0.041310225968861365,0.7254901960784313,0.9411764705882353,984,4296,748,10.397619725318844,1.059104996467268
CDC60,YPL160W,25,0.0004030946240825233,-0.0004030946240825233,0.0004030946240825233,0.00011981749652846658,0.0005229121206109899,0.7202044640315801,0,-0.05106775320729896,0.04146611478235192,0.43137254901960786,0.13725490196078433,985,4294,749,9.244995433630226,0.12508003687760383
FRA2,YGL220W,10,0.0004030946240825233,-0.0004030946240825233,0.0004030946240825233,0.00048403094624082526,0.0008871255703233486,2.904072624203681,1,-0.05106775320729896,0.04146611478235192,0.6470588235294118,0.17647058823529413,986,4294,749,5.104586435838158,1.7817306611554586
